0,1,2,3,4
Person63,Person86,0.6145,"[ -5 -10  -7  -6  -5   6  -3   2  -1   0  -2   2   3  -3  -3   2   1   3
  -3   1  -3   2   3]","Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person63,Person84,0.6034,"[-10  -2  -2  -1  -4  -1  -3   2   2   3   3   3   3   2   3   3   1   3
   3   3   3   3   1]","Sunday, Friday"
Person63,Person170,0.5993,[-4 -5 -7 -6 -8 -6 -9  0 -1  2  3 -1  3  3 -3 -3  1  3 -3 -3 -2 -3  0],"Sunday, Friday"
Person63,Person91,0.5899,[-8 -4 -8 -6 -2  0  0  0 -2 -1 -1  2  1  1 -3 -2 -1  2 -1  2 -2  2  2],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person63,Person98,0.5761,[-6 -2 -3 -3 -4  1 -1 -2 -1 -3 -1  0  2  0  0  0  1  2 -2  1 -1  0 -1],"Monday, Wednesday, Friday"
Person63,Person136,0.5729,"[  4  -5 -10  -8  -5   1   0   1   0   1   0   3   1   2  -2  -1  -3   3
  -1   3  -1   2   3]","Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person63,Person150,0.5633,[-6 -9 -3 -7 -3 -8 -4  1 -3  1 -2 -1  1 -2 -3 -2  1  1 -3  1 -3  1  1],"Monday, Tuesday, Thursday, Friday"
Person63,Person89,0.5575,[-6  2 -3 -4 -5 -3 -3  2  2  0  0  1  3  2 -3  1  1 -3  1  0  0  3  2],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person63,Person99,0.5362,[-3 -3 -3 -2 -9 -2 -1 -2 -4 -2 -1  0  1  1 -2 -1  1  3 -2 -2  1  2  0],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person63,Person67,0.5296,[-3 -3  3 -3 -1 -3 -2  0  2  2  1  2  3  3 -3  0  1  2 -1  0  0  3  2],"Sunday, Wednesday"
Person63,Person178,0.5236,[-7  0  0 -5  0  6 -4 -3  0 -1 -2  1  3  3  3 -3  1  3 -3  1  2  2 -1],"Tuesday, Sunday, Monday, Friday, Thursday"
Person63,Person81,0.5193,[-7 -4 -6 -4 -3  2 -3  0 -2  0 -2  2  3  2 -3  0  1 -3  0  2  1  1  0],"Tuesday, Sunday, Wednesday, Friday"
Person63,Person143,0.5151,[ 0 -8 -4 -6  4  0 -4  1  0  2  1 -1  1  0  1 -1  1  3 -2 -1  2  3  3],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person63,Person132,0.5088,[-5 -2 -5 -5 -1  5 -2 -2  1 -1 -1  1  0  1 -3 -3  0  3 -1  2 -2  1  0],"Tuesday, Sunday, Monday, Friday, Wednesday"
Person63,Person109,0.5018,[-3 -9 -4 -6 -1 -2 -5  1 -6 -2 -2  2  3  1 -3 -2 -1  3  1  3 -1  3  1],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person63,Person72,0.4828,[-2  0 -2 -3 -7 -8 -1  0 -3 -1  1  1  1  0  1  2 -3 -1 -3  0  3  1  0],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person63,Person112,0.4771,[-2 -6  1 -2 -1  3 -1  0  1  0  0  1  0  1 -1 -1  0  2 -3 -1  0  2  0],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person63,Person153,0.3430,[-2 -6 -2  1 -3  2 -6 -4 -2  0  1  1  3  0 -2 -3  0  0 -2 -1  2  1 -1],"Tuesday, Monday, Friday, Thursday, Wednesday"
Person63,Person73,0.2850,"[  0 -11  -2   2  -1  -1  -2   1  -1   1   2   3   2  -2  -2  -1   1   3
  -3   0  -3   3   2]","Tuesday, Sunday, Thursday, Friday"
Person64,Person71,0.8071,"[ -3  -6  -6 -10  -8   2   0   0   0   2   3   3   3   2  -3  -1  -1  -2
  -2   2   1   3   1]","Sunday, Thursday"
Person64,Person60,0.7362,[-1 -4 -4 -5 -4  0 -3  0  1  2  3  3  3  1 -3 -1  1 -1  0  2  1  2  0],"Sunday, Thursday"
Person64,Person102,0.6684,[-3 -2 -1 -6 -2  1 -1 -2  0 -1 -1  0  0 -1  0  0 -1 -2 -1  0  0  0 -1],"Sunday, Thursday"
Person64,Person189,0.6234,[-3 -2  2 -9 -3 -1 -1  1  2  2  3  2  2 -3  3  3  0 -2  0  2  2  3  2],"Sunday, Thursday"
Person64,Person137,0.6179,[-3 -5  0 -4 -4 -4 -3 -1  0  0  1  2  2 -3 -2 -3  1 -1 -2  0  1  3  3],"Sunday, Thursday"
Person64,Person68,0.6063,[-3 -4 -2 -6 -4  1 -3  0  1  2  1  2  3 -2 -3 -3  1  3  3  3  0  3  2],"Sunday, Thursday"
Person64,Person179,0.5838,[-1 -4 -4 -8  2  1 -2  1 -3  0 -1  0  0  1  0 -2  1 -1 -2  1 -1  1  2],Thursday
Person64,Person161,0.5809,[-4 -3  1 -1 -4 -2  1  0  0  2  1  3  3  3  0 -2  1 -1 -1  1  1  2  3],Thursday
Person64,Person69,0.5467,[ 2 -3  1 -2 -2  1 -2  1  0  3  1  2  2 -3 -2 -1  1 -1  0  3  1  3 -1],"Sunday, Thursday"
Person64,Person172,0.4913,[-3 -4 -4 -5 -2 -3 -6 -2 -1  1  1  3  3  0 -1 -2 -1  2  1  1  2  2  1],"Sunday, Thursday"
Person64,Person185,0.4277,"[ -1   2  -1 -11  -7  -4  -7   1   1   1   1   1   2   0   2  -3   1  -3
  -3   2   2   2   0]","Sunday, Thursday"
Person64,Person66,0.4260,"[ -1  -6  -4  -6 -11  -2  -2   1   0   0  -2  -1   3   2  -1  -2   1   3
  -3  -3   3   3  -1]",Thursday
Person64,Person134,0.4104,[-3 -2 -1 -1 -6 -1 -1  0 -1  1  1  2  1  2 -3  1  1  0  3  1  0  1  1],"Sunday, Thursday"
Person64,Person133,0.3996,[-3 -2 -1 -2 -9 -5 -2  0  1  0  3  2  2  2 -3  0  1 -1  1  2  0  1  2],"Sunday, Thursday"
Person64,Person162,0.3850,[-3 -7  0 -1 -7 -4  0  1  2  3  3  3  3 -3  3  3  1 -3  3  3  3  3  3],"Sunday, Thursday"
Person64,Person193,0.3531,[-5  1 -2 -3  0 -2 -1  1 -1  0 -1  1  2  0 -1 -1  0  3 -1  0  2  1  0],"Sunday, Thursday"
Person64,Person82,0.3427,[-3 -4 -4 -6  3 -4 -3  2  1  2  2  3  2 -3  2  3  1  3  3  1 -2  3  3],"Sunday, Thursday"
Person64,Person138,0.3385,"[-11  -3  -7   0   2   0  -1   2   1   2   2   2   2  -3   1   1   0   0
   1   2   2   1   2]",Sunday
Person64,Person140,0.3070,[ 3 -1 -1 -3 -3 -2 -1 -1  1  2  1  3  3  1  1  0 -1  2  1  2  0  2  0],"Sunday, Thursday"
Person64,Person146,0.2854,[-1  0 -4 -4 -8 -6 -4 -1 -1  1  2  0  3 -2  1 -2  1 -1 -2  0  0  1  1],"Sunday, Thursday"
Person64,Person126,0.2741,[-2 -7  0 -6 -2 -6 -6  1 -1 -1  1 -1  1  1  1 -2  0  1  2  0 -2 -1  1],"Sunday, Thursday"
Person64,Person61,0.2480,[ 0 -3  0  0 -5 -6 -2  0  3  1  0  3  2 -2 -3  1  1  1  1  2  1  2  0],"Sunday, Thursday"
Person64,Person128,0.0405,[-2  1  1 -1  1 -4  0 -1  0  1 -1  0  1  1  1  1  1 -2  2  1  1  2  0],Sunday
Person64,Person127,-0.0375,[ 1 -1 -3  3 -7 -7  1 -1  0 -1  1  1  0  2 -3  1  0 -2  1  1  2  1  1],Sunday
Person65,Person71,0.7917,"[ -3  -6  -6 -10  -8   2   0   0   0   2   3   3   3   2  -3  -1  -1  -2
  -2   2   1   3   1]","Sunday, Thursday"
Person65,Person179,0.7720,[-1 -4 -4 -8  2  1 -2  1 -3  0 -1  0  0  1  0 -2  1 -1 -2  1 -1  1  2],Thursday
Person65,Person68,0.7384,[-3 -4 -2 -6 -4  1 -3  0  1  2  1  2  3 -2 -3 -3  1  3  3  3  0  3  2],"Tuesday, Sunday, Thursday"
Person65,Person60,0.6802,[-1 -4 -4 -5 -4  0 -3  0  1  2  3  3  3  1 -3 -1  1 -1  0  2  1  2  0],"Tuesday, Sunday, Thursday"
Person65,Person184,0.6758,[-4 -5 -7 -5 -7 -2 -3  1 -1  2  2  1  2 -2 -2  0  0  2  1 -2  1  2  2],"Tuesday, Sunday, Thursday"
Person65,Person172,0.6442,[-3 -4 -4 -5 -2 -3 -6 -2 -1  1  1  3  3  0 -1 -2 -1  2  1  1  2  2  1],"Tuesday, Sunday, Thursday"
Person65,Person193,0.5431,[-5  1 -2 -3  0 -2 -1  1 -1  0 -1  1  2  0 -1 -1  0  3 -1  0  2  1  0],"Tuesday, Sunday, Thursday"
Person65,Person168,0.5201,[ 1 -1 -4 -4 -1  1 -3  0  1  2  0  2  1 -3 -2  2  1  1 -2  2  2  2  2],Tuesday
Person65,Person137,0.4712,[-3 -5  0 -4 -4 -4 -3 -1  0  0  1  2  2 -3 -2 -3  1 -1 -2  0  1  3  3],"Tuesday, Sunday, Thursday"
Person65,Person69,0.3282,[ 2 -3  1 -2 -2  1 -2  1  0  3  1  2  2 -3 -2 -1  1 -1  0  3  1  3 -1],"Sunday, Thursday"
Person65,Person133,0.3166,[-3 -2 -1 -2 -9 -5 -2  0  1  0  3  2  2  2 -3  0  1 -1  1  2  0  1  2],"Tuesday, Sunday, Thursday"
Person65,Person146,0.3147,[-1  0 -4 -4 -8 -6 -4 -1 -1  1  2  0  3 -2  1 -2  1 -1 -2  0  0  1  1],"Sunday, Thursday"
Person65,Person93,0.1995,[ 3 -4  1 -4  2  0 -5 -2  0  2  2  3  2  2  2  1  1 -1  2  2  3  2  3],"Tuesday, Sunday, Thursday"
Person65,Person162,0.1689,[-3 -7  0 -1 -7 -4  0  1  2  3  3  3  3 -3  3  3  1 -3  3  3  3  3  3],"Tuesday, Sunday, Thursday"
Person65,Person127,-0.1217,[ 1 -1 -3  3 -7 -7  1 -1  0 -1  1  1  0  2 -3  1  0 -2  1  1  2  1  1],"Tuesday, Sunday"
Person65,Person128,-0.1878,[-2  1  1 -1  1 -4  0 -1  0  1 -1  0  1  1  1  1  1 -2  2  1  1  2  0],Sunday
Person66,Person99,0.8522,[-3 -3 -3 -2 -9 -2 -1 -2 -4 -2 -1  0  1  1 -2 -1  1  3 -2 -2  1  2  0],"Tuesday, Monday, Friday, Thursday, Wednesday"
Person66,Person123,0.8027,"[ -3  -6  -6  -6 -11   2  -5  -3  -4  -1   1  -2   3   1  -3   3   1   3
  -3   1   3   2   2]",Friday
Person66,Person76,0.7543,[-4 -4 -3 -7 -5 -3 -3  1  0 -1 -1  2  3 -2  1  1  1  2 -2  2  3  1 -2],"Tuesday, Monday, Friday, Thursday, Wednesday"
Person66,Person111,0.7483,"[ -4  -3  -3 -11  -7   1  -5  -2   1  -3  -1   0   1   3   2   3   1   1
  -3  -2   2   2   0]","Tuesday, Monday, Friday, Thursday, Wednesday"
Person66,Person78,0.7453,"[ -4 -10  -2 -11  -6   0  -6  -2   0   2   1   0   2   1   1   0   1   2
  -3  -1  -1   0   0]","Tuesday, Thursday, Friday"
Person66,Person170,0.7303,[-4 -5 -7 -6 -8 -6 -9  0 -1  2  3 -1  3  3 -3 -3  1  3 -3 -3 -2 -3  0],Friday
Person66,Person57,0.7194,[-4 -6 -8 -8 -4 -7  0  1 -1  0  0  1  3 -2 -1  0  0  3 -2  1  1  2  0],"Thursday, Friday"
Person66,Person77,0.7059,"[ -5  -2  -5 -12  -7  -8   0  -2  -2  -2  -2   2   3   1  -2   1   1   2
  -2   0  -1   1  -2]","Thursday, Wednesday, Friday"
Person66,Person125,0.7013,[-4 -3  0 -6 -3 -1 -2  0  0  0 -1  2  2 -2 -1 -1  1  1 -1  0  1  3  0],"Thursday, Friday"
Person66,Person121,0.7013,[-2 -7 -2 -7 -5 -1 -2 -1  1  3 -1  3  3 -2  3  3  0  2 -3  1  3  1 -1],"Tuesday, Monday, Friday, Thursday, Wednesday"
Person66,Person129,0.6982,[-4 -2 -2 -9 -5 -3 -1 -2 -1 -1 -1  2  3  2 -2 -1  1 -2 -2  0  1  1  2],"Tuesday, Monday, Friday, Thursday, Wednesday"
Person66,Person177,0.6971,"[ -6  -4  -1 -11  -3  -2   0   1  -1   1   2  -2   1   3   0  -3   1   3
  -3  -2   2   2   1]",Monday
Person66,Person108,0.6765,[ 1 -4 -1 -5 -4  0 -7  0  1  0  0  2  3  1 -1  1  1  2 -2  2  1  2  1],"Tuesday, Thursday, Friday"
Person66,Person62,0.6717,[-6 -8 -7 -7 -5  4 -6  3 -2  3  0  1 -1  2 -1  1  1  3 -3  0 -1  3  1],"Tuesday, Thursday, Friday"
Person66,Person94,0.6707,[-3 -9 -4 -9 -3 -3 -1  1 -2 -1  0  1  3 -1  1  0  0  2 -1  2 -2  2  0],"Monday, Tuesday, Friday"
Person66,Person54,0.6308,"[-12  -2  -8  -6  -9  -3  -3   2  -1   2   1   1   1   3  -1  -2   1  -3
  -2  -1  -3   2  -1]","Monday, Tuesday, Wednesday"
Person66,Person144,0.6189,[-7 -6 -4 -5 -2 -1 -3 -1 -4  1  0  0  3  0  2  0  0  3 -3  1  3  3  3],"Tuesday, Monday, Friday, Thursday, Wednesday"
Person66,Person150,0.6107,[-6 -9 -3 -7 -3 -8 -4  1 -3  1 -2 -1  1 -2 -3 -2  1  1 -3  1 -3  1  1],"Monday, Tuesday, Thursday, Friday"
Person66,Person136,0.6038,"[  4  -5 -10  -8  -5   1   0   1   0   1   0   3   1   2  -2  -1  -3   3
  -1   3  -1   2   3]","Tuesday, Monday, Friday, Thursday, Wednesday"
Person66,Person98,0.6028,[-6 -2 -3 -3 -4  1 -1 -2 -1 -3 -1  0  2  0  0  0  1  2 -2  1 -1  0 -1],"Monday, Wednesday, Friday"
Person66,Person120,0.6024,[-5 -6 -4 -4 -2 -7 -1 -1 -1  2  0  1  3 -1 -2  0  1  2 -2  2  1  3  2],"Tuesday, Thursday, Wednesday, Friday"
Person66,Person86,0.5965,"[ -5 -10  -7  -6  -5   6  -3   2  -1   0  -2   2   3  -3  -3   2   1   3
  -3   1  -3   2   3]","Tuesday, Monday, Friday, Thursday, Wednesday"
Person66,Person72,0.5864,[-2  0 -2 -3 -7 -8 -1  0 -3 -1  1  1  1  0  1  2 -3 -1 -3  0  3  1  0],"Tuesday, Monday, Friday, Thursday, Wednesday"
Person66,Person135,0.5590,"[ -6  -7  -6 -11   1  -2  -4  -1  -1  -2  -1  -3   3   2   1   0   1   2
  -2   3   2   2   1]","Tuesday, Monday, Friday, Thursday, Wednesday"
Person66,Person109,0.5534,[-3 -9 -4 -6 -1 -2 -5  1 -6 -2 -2  2  3  1 -3 -2 -1  3  1  3 -1  3  1],"Tuesday, Monday, Friday, Thursday, Wednesday"
Person66,Person114,0.5374,[-2 -3  1 -9 -2  0  1  0 -1  0 -2  2  3 -2  1 -1  1  3 -1  3  2  2  1],"Tuesday, Thursday"
Person66,Person112,0.5361,[-2 -6  1 -2 -1  3 -1  0  1  0  0  1  0  1 -1 -1  0  2 -3 -1  0  2  0],"Tuesday, Monday, Friday, Thursday, Wednesday"
Person66,Person81,0.5306,[-7 -4 -6 -4 -3  2 -3  0 -2  0 -2  2  3  2 -3  0  1 -3  0  2  1  1  0],"Tuesday, Wednesday, Friday"
Person66,Person153,0.5301,[-2 -6 -2  1 -3  2 -6 -4 -2  0  1  1  3  0 -2 -3  0  0 -2 -1  2  1 -1],"Tuesday, Monday, Friday, Thursday, Wednesday"
Person66,Person139,0.5232,[-5 -3  5 -8 -6 -3 -2  0 -1  0  1  1  3 -1 -1  3  1 -3  0  0  3  3  2],"Tuesday, Monday, Friday, Thursday, Wednesday"
Person66,Person91,0.5186,[-8 -4 -8 -6 -2  0  0  0 -2 -1 -1  2  1  1 -3 -2 -1  2 -1  2 -2  2  2],"Tuesday, Monday, Friday, Thursday, Wednesday"
Person66,Person70,0.5137,[-4 -2 -3 -6 -2 -1 -3  0  1  2  2  0  2  1  0  0  0  0 -1  3 -2  2  0],"Tuesday, Monday, Friday, Thursday, Wednesday"
Person66,Person48,0.4971,[-2 -3 -1 -5 -2  1 -2  0  1  3  3  2  2  1  0  1  1 -1 -1  2  3  3  2],"Tuesday, Monday, Friday, Thursday, Wednesday"
Person66,Person52,0.4597,[-2 -3 -2 -8 -2 -4 -1 -1  0  0  2  3  2 -3  1  3  1  0 -2  3  1  3  2],"Tuesday, Monday, Friday, Thursday, Wednesday"
Person66,Person67,0.4451,[-3 -3  3 -3 -1 -3 -2  0  2  2  1  2  3  3 -3  0  1  2 -1  0  0  3  2],Wednesday
Person66,Person64,0.4260,[-3 -4  0 -6 -1  2  1 -1  0  1  2  3  3  0 -3  0  1 -2 -3  1  0  2  0],Thursday
Person66,Person143,0.4170,[ 0 -8 -4 -6  4  0 -4  1  0  2  1 -1  1  0  1 -1  1  3 -2 -1  2  3  3],"Tuesday, Monday, Friday, Thursday, Wednesday"
Person66,Person132,0.4016,[-5 -2 -5 -5 -1  5 -2 -2  1 -1 -1  1  0  1 -3 -3  0  3 -1  2 -2  1  0],"Monday, Tuesday, Wednesday, Friday"
Person66,Person73,0.3944,"[  0 -11  -2   2  -1  -1  -2   1  -1   1   2   3   2  -2  -2  -1   1   3
  -3   0  -3   3   2]","Tuesday, Thursday, Friday"
Person66,Person130,0.3533,[-2 -3 -1 -4 -1  3 -3 -1  2  2  1  3  3  2  1  2  1 -1  2  1  2  3  2],"Tuesday, Monday, Friday, Thursday, Wednesday"
Person66,Person178,0.3279,[-7  0  0 -5  0  6 -4 -3  0 -1 -2  1  3  3  3 -3  1  3 -3  1  2  2 -1],"Monday, Tuesday, Thursday, Friday"
Person67,Person161,0.7208,[-4 -3  1 -1 -4 -2  1  0  0  2  1  3  3  3  0 -2  1 -1 -1  1  1  2  3],Wednesday
Person67,Person137,0.6456,[-3 -5  0 -4 -4 -4 -3 -1  0  0  1  2  2 -3 -2 -3  1 -1 -2  0  1  3  3],"Sunday, Wednesday"
Person67,Person133,0.5933,[-3 -2 -1 -2 -9 -5 -2  0  1  0  3  2  2  2 -3  0  1 -1  1  2  0  1  2],"Sunday, Wednesday"
Person67,Person68,0.5826,[-3 -4 -2 -6 -4  1 -3  0  1  2  1  2  3 -2 -3 -3  1  3  3  3  0  3  2],Sunday
Person67,Person61,0.5786,[ 0 -3  0  0 -5 -6 -2  0  3  1  0  3  2 -2 -3  1  1  1  1  2  1  2  0],"Sunday, Wednesday"
Person67,Person172,0.5737,[-3 -4 -4 -5 -2 -3 -6 -2 -1  1  1  3  3  0 -1 -2 -1  2  1  1  2  2  1],"Sunday, Wednesday"
Person67,Person60,0.5646,[-1 -4 -4 -5 -4  0 -3  0  1  2  3  3  3  1 -3 -1  1 -1  0  2  1  2  0],"Sunday, Wednesday"
Person67,Person134,0.5309,[-3 -2 -1 -1 -6 -1 -1  0 -1  1  1  2  1  2 -3  1  1  0  3  1  0  1  1],"Sunday, Wednesday"
Person67,Person126,0.5169,[-2 -7  0 -6 -2 -6 -6  1 -1 -1  1 -1  1  1  1 -2  0  1  2  0 -2 -1  1],"Sunday, Wednesday"
Person67,Person189,0.4763,[-3 -2  2 -9 -3 -1 -1  1  2  2  3  2  2 -3  3  3  0 -2  0  2  2  3  2],"Sunday, Wednesday"
Person67,Person193,0.4728,[-5  1 -2 -3  0 -2 -1  1 -1  0 -1  1  2  0 -1 -1  0  3 -1  0  2  1  0],"Sunday, Wednesday"
Person67,Person71,0.4619,"[ -3  -6  -6 -10  -8   2   0   0   0   2   3   3   3   2  -3  -1  -1  -2
  -2   2   1   3   1]","Sunday, Wednesday"
Person67,Person140,0.4535,[ 3 -1 -1 -3 -3 -2 -1 -1  1  2  1  3  3  1  1  0 -1  2  1  2  0  2  0],"Sunday, Wednesday"
Person67,Person113,0.4501,[-3 -6 -4 -4 -6  1  0  1  0  1  1  2  1  3  0 -1 -1  0  0  2  0  2  1],Wednesday
Person67,Person82,0.4459,[-3 -4 -4 -6  3 -4 -3  2  1  2  2  3  2 -3  2  3  1  3  3  1 -2  3  3],Sunday
Person67,Person66,0.4451,"[ -1  -6  -4  -6 -11  -2  -2   1   0   0  -2  -1   3   2  -1  -2   1   3
  -3  -3   3   3  -1]",Wednesday
Person67,Person162,0.4205,[-3 -7  0 -1 -7 -4  0  1  2  3  3  3  3 -3  3  3  1 -3  3  3  3  3  3],"Sunday, Wednesday"
Person67,Person185,0.3966,"[ -1   2  -1 -11  -7  -4  -7   1   1   1   1   1   2   0   2  -3   1  -3
  -3   2   2   2   0]",Sunday
Person67,Person69,0.3702,[ 2 -3  1 -2 -2  1 -2  1  0  3  1  2  2 -3 -2 -1  1 -1  0  3  1  3 -1],Sunday
Person67,Person128,0.3531,[-2  1  1 -1  1 -4  0 -1  0  1 -1  0  1  1  1  1  1 -2  2  1  1  2  0],Sunday
Person67,Person104,0.3313,[-8 -3 -5 -4 -6 -3 -2  0 -3  1  2  2  2 -2  1 -2 -3  3  1  1  2  2 -2],Wednesday
Person67,Person146,0.3195,[-1  0 -4 -4 -8 -6 -4 -1 -1  1  2  0  3 -2  1 -2  1 -1 -2  0  0  1  1],Sunday
Person67,Person179,0.2473,[-1 -4 -4 -8  2  1 -2  1 -3  0 -1  0  0  1  0 -2  1 -1 -2  1 -1  1  2],Wednesday
Person67,Person102,0.2175,[-3 -2 -1 -6 -2  1 -1 -2  0 -1 -1  0  0 -1  0  0 -1 -2 -1  0  0  0 -1],"Sunday, Wednesday"
Person67,Person138,0.2084,"[-11  -3  -7   0   2   0  -1   2   1   2   2   2   2  -3   1   1   0   0
   1   2   2   1   2]",Sunday
Person67,Person127,0.1883,[ 1 -1 -3  3 -7 -7  1 -1  0 -1  1  1  0  2 -3  1  0 -2  1  1  2  1  1],"Sunday, Wednesday"
Person68,Person74,0.8088,"[-10  -9  -4  -7  -4   3  -1   2   3   2   2   2   1  -3   1  -2   1   3
   2   3  -3   3   2]","Tuesday, Sunday, Friday"
Person68,Person158,0.7952,[-5 -6 -1 -4 -7 -3 -3  0  2  2  2  3  3  2  0 -2  1  3  0  2  2  3  2],"Tuesday, Sunday, Thursday"
Person68,Person125,0.7941,[-4 -3  0 -6 -3 -1 -2  0  0  0 -1  2  2 -2 -1 -1  1  1 -1  0  1  3  0],"Sunday, Thursday, Friday"
Person68,Person188,0.7349,"[ -3 -12  -6  -8  -8  -3  -6   1   1   2   0   1   3   3   0  -3   1   3
  -3   3  -3   2   2]","Thursday, Friday"
Person68,Person105,0.7313,"[ -4  -9  -2 -11  -7  -4  -2   2   0  -3  -3   1   3  -3  -3   3   1   3
   2   2  -1   3   0]",Sunday
Person68,Person70,0.7288,[-4 -2 -3 -6 -2 -1 -3  0  1  2  2  0  2  1  0  0  0  0 -1  3 -2  2  0],"Tuesday, Sunday, Thursday, Friday"
Person68,Person100,0.7183,"[ -6  -8  -2 -13  -1  -1  -4  -1  -2  -1  -3  -3   3  -2  -3   0   1   3
  -1   3   1   3   0]",Sunday
Person68,Person86,0.6955,"[ -5 -10  -7  -6  -5   6  -3   2  -1   0  -2   2   3  -3  -3   2   1   3
  -3   1  -3   2   3]","Tuesday, Sunday, Thursday, Friday"
Person68,Person114,0.6946,[-2 -3  1 -9 -2  0  1  0 -1  0 -2  2  3 -2  1 -1  1  3 -1  3  2  2  1],"Tuesday, Sunday, Thursday"
Person68,Person48,0.6941,[-2 -3 -1 -5 -2  1 -2  0  1  3  3  2  2  1  0  1  1 -1 -1  2  3  3  2],"Tuesday, Sunday, Thursday, Friday"
Person68,Person109,0.6923,[-3 -9 -4 -6 -1 -2 -5  1 -6 -2 -2  2  3  1 -3 -2 -1  3  1  3 -1  3  1],"Tuesday, Sunday, Thursday, Friday"
Person68,Person108,0.6906,[ 1 -4 -1 -5 -4  0 -7  0  1  0  0  2  3  1 -1  1  1  2 -2  2  1  2  1],"Tuesday, Sunday, Thursday, Friday"
Person68,Person118,0.6882,"[ -7 -12  -8  -9   0  -6  -2   1   1   2   2   3   3  -2  -2   1   1   2
  -1   2  -1   3   1]",Sunday
Person68,Person94,0.6856,[-3 -9 -4 -9 -3 -3 -1  1 -2 -1  0  1  3 -1  1  0  0  2 -1  2 -2  2  0],"Tuesday, Friday"
Person68,Person78,0.6764,"[ -4 -10  -2 -11  -6   0  -6  -2   0   2   1   0   2   1   1   0   1   2
  -3  -1  -1   0   0]","Tuesday, Sunday, Thursday, Friday"
Person68,Person132,0.6656,[-5 -2 -5 -5 -1  5 -2 -2  1 -1 -1  1  0  1 -3 -3  0  3 -1  2 -2  1  0],"Tuesday, Sunday, Friday"
Person68,Person91,0.6653,[-8 -4 -8 -6 -2  0  0  0 -2 -1 -1  2  1  1 -3 -2 -1  2 -1  2 -2  2  2],"Tuesday, Sunday, Thursday, Friday"
Person68,Person62,0.6605,[-6 -8 -7 -7 -5  4 -6  3 -2  3  0  1 -1  2 -1  1  1  3 -3  0 -1  3  1],"Tuesday, Sunday, Thursday, Friday"
Person68,Person76,0.6537,[-4 -4 -3 -7 -5 -3 -3  1  0 -1 -1  2  3 -2  1  1  1  2 -2  2  3  1 -2],"Tuesday, Sunday, Thursday, Friday"
Person68,Person120,0.6370,[-5 -6 -4 -4 -2 -7 -1 -1 -1  2  0  1  3 -1 -2  0  1  2 -2  2  1  3  2],"Tuesday, Thursday, Friday"
Person68,Person101,0.6271,[-3 -1  0 -5 -5 -4  0  3  0  3  2 -1  2 -3 -3  0  1  0 -2  2  2  3  2],Sunday
Person68,Person57,0.6259,[-4 -6 -8 -8 -4 -7  0  1 -1  0  0  1  3 -2 -1  0  0  3 -2  1  1  2  0],"Sunday, Thursday, Friday"
Person68,Person81,0.6139,[-7 -4 -6 -4 -3  2 -3  0 -2  0 -2  2  3  2 -3  0  1 -3  0  2  1  1  0],"Tuesday, Sunday, Friday"
Person68,Person144,0.6090,[-7 -6 -4 -5 -2 -1 -3 -1 -4  1  0  0  3  0  2  0  0  3 -3  1  3  3  3],"Tuesday, Sunday, Thursday, Friday"
Person68,Person136,0.6075,"[  4  -5 -10  -8  -5   1   0   1   0   1   0   3   1   2  -2  -1  -3   3
  -1   3  -1   2   3]","Tuesday, Sunday, Thursday, Friday"
Person68,Person64,0.6063,[-3 -4  0 -6 -1  2  1 -1  0  1  2  3  3  0 -3  0  1 -2 -3  1  0  2  0],"Sunday, Thursday"
Person68,Person129,0.6053,[-4 -2 -2 -9 -5 -3 -1 -2 -1 -1 -1  2  3  2 -2 -1  1 -2 -2  0  1  1  2],"Tuesday, Sunday, Thursday, Friday"
Person68,Person52,0.6001,[-2 -3 -2 -8 -2 -4 -1 -1  0  0  2  3  2 -3  1  3  1  0 -2  3  1  3  2],"Tuesday, Sunday, Thursday, Friday"
Person68,Person121,0.5887,[-2 -7 -2 -7 -5 -1 -2 -1  1  3 -1  3  3 -2  3  3  0  2 -3  1  3  1 -1],"Tuesday, Sunday, Thursday, Friday"
Person68,Person150,0.5856,[-6 -9 -3 -7 -3 -8 -4  1 -3  1 -2 -1  1 -2 -3 -2  1  1 -3  1 -3  1  1],"Tuesday, Thursday, Friday"
Person68,Person67,0.5826,[-3 -3  3 -3 -1 -3 -2  0  2  2  1  2  3  3 -3  0  1  2 -1  0  0  3  2],Sunday
Person68,Person177,0.5782,"[ -6  -4  -1 -11  -3  -2   0   1  -1   1   2  -2   1   3   0  -3   1   3
  -3  -2   2   2   1]",Sunday
Person68,Person131,0.5687,"[ -2  -2  -5 -12  -3  -4  -1  -3   1   0   1   3   3  -2   2   2   1   2
  -2   2  -2   1  -2]",Sunday
Person68,Person84,0.5552,"[-10  -2  -2  -1  -4  -1  -3   2   2   3   3   3   3   2   3   3   1   3
   3   3   3   3   1]","Sunday, Friday"
